WATERSHED_FEATURE_ID,RB_Status,CT_Status,BT_Status,DV_Status
8118,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8119,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8120,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8121,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
8122,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8123,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8124,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8125,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8126,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8127,Confirmed,Confirmed,Confirmed,Confirmed
8128,Confirmed,Confirmed,Confirmed,Confirmed
8129,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8130,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8131,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8132,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8133,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8134,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8135,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8136,Confirmed,Confirmed,Confirmed,Confirmed
8137,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8138,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8139,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8140,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8141,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8142,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8143,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8144,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8145,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8146,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8147,Confirmed,Confirmed,Confirmed,Confirmed
8148,Confirmed,Confirmed,Confirmed,Confirmed
8149,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8150,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8151,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8152,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8153,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8154,Confirmed,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Confirmed
8155,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8156,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8157,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8158,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8159,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8160,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8161,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8162,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
8163,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8164,Very likely: >10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8165,Very likely: >10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8166,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8167,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8168,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.
8169,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8170,Very likely: >10 km of suitable stream reaches.,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8171,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8172,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8173,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8174,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8175,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8176,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8177,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8178,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8179,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8180,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8181,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8182,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8183,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8184,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8185,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8573,Confirmed,Confirmed,Confirmed,Confirmed
8574,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8575,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
8576,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8577,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8578,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8579,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8580,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8581,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8582,Confirmed,Confirmed,Confirmed,Confirmed
8583,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8584,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8585,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8586,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8587,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8588,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
8589,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8590,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8591,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8592,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8593,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8594,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
8595,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8596,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8597,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8598,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8599,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8600,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8601,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
8602,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8603,Confirmed,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8604,Confirmed,Confirmed,Confirmed,Confirmed
8605,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8606,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8607,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8608,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8609,Confirmed,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.
8610,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8611,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8612,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8613,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8614,Confirmed,Confirmed,Confirmed,Confirmed
8615,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8616,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8617,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8618,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
8619,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8620,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8621,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Confirmed
8622,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8623,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
8624,Confirmed,Confirmed,Confirmed,Confirmed
8625,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
8626,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Very likely: >10 km of suitable stream reaches.
8627,Likely: 1_10 km of suitable stream reaches.,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8628,Confirmed,Confirmed,Confirmed,Confirmed
8629,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8630,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
8631,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8632,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8633,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8634,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8635,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8636,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8637,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8638,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8639,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8640,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.
8641,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8642,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8643,Confirmed,Confirmed,Confirmed,Confirmed
8644,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8645,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8646,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
8647,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8648,Confirmed,Confirmed,Confirmed,Confirmed
8649,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8650,Confirmed,Confirmed,Confirmed,Confirmed
8651,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8652,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8653,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8654,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8655,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8656,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8657,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
8658,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8659,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8660,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8661,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed,Confirmed
8662,Confirmed,Confirmed,Confirmed,Confirmed
8663,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8664,Likely: 1_10 km of suitable stream reaches.,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
8665,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8666,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8667,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8668,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8669,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8670,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
8671,Confirmed,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.
8672,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8673,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8674,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8675,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8676,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8677,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Possible: 0.1_1 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
8678,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8679,Confirmed,Possible: 0.1_1 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8680,Confirmed,Confirmed,Confirmed,Confirmed
8681,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Confirmed
8682,Confirmed,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
8683,Likely: 1_10 km of suitable stream reaches.,Confirmed,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
8684,Confirmed,Confirmed,Likely: 1_10 km of suitable stream reaches.,Confirmed
8685,Confirmed,Confirmed,Confirmed,Confirmed
8686,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches
8687,Confirmed,Confirmed,Confirmed,Confirmed
8688,Confirmed,Confirmed,Confirmed,Confirmed
8689,Confirmed,Confirmed,Confirmed,Confirmed
8690,Confirmed,Confirmed,Confirmed,Confirmed
8691,Likely: 1_10 km of suitable stream reaches.,Confirmed,Confirmed,Confirmed
8692,Likely: 1_10 km of suitable stream reaches.,Confirmed,Confirmed,Confirmed
8693,Confirmed,Confirmed,Confirmed,Confirmed
8694,Confirmed,Confirmed,Confirmed,Confirmed
8695,Possible: 0.1_1 km of suitable stream reaches.,Confirmed,Very likely: >10 km of suitable stream reaches.,Confirmed
8696,Likely: 1_10 km of suitable stream reaches.,Confirmed,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
8697,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14041,Confirmed,Confirmed,Confirmed,Confirmed
14042,Confirmed,Confirmed,Confirmed,Confirmed
14043,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed
14044,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches
14045,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Confirmed
14046,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.
14047,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.
14602,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14603,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14604,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
14605,Unlikely: 0_0.1 km of suitable stream reaches,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
14619,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
14620,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
14621,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Very likely: >10 km of suitable stream reaches.,Very likely: >10 km of suitable stream reaches.
14622,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Possible: 0.1_1 km of suitable stream reaches.
14623,Confirmed,Unlikely: 0_0.1 km of suitable stream reaches,Confirmed,Likely: 1_10 km of suitable stream reaches.
14624,Likely: 1_10 km of suitable stream reaches.,Unlikely: 0_0.1 km of suitable stream reaches,Likely: 1_10 km of suitable stream reaches.,Likely: 1_10 km of suitable stream reaches.
